screen_name|date|tweet
MLP_officiel|2020-01-14 09:04:44|📺 « On focalise l'attention sur les cheminots de la CGT, mais il y a aussi les médecins chefs de service, les pompiers, policiers, militaires, kinésithérapeutes, avocats,... Tout le monde est confronté au cynisme, à l'amateurisme et à l'opacité du gouvernement ! » #BourdinDirect https://t.co/z07hjYugkw
MLP_officiel|2020-01-14 08:56:59|📺 « Le gouvernement met la France à feu et à sang avec une #RéformeDesRetraites qui remet en cause un système auquel les Français étaient attachés, et qui coûtera 5 à 10 fois plus que le déficit qu'elle était censée combler... Je demande un RÉFÉRENDUM ! » #BourdinDirect https://t.co/n6cFRbxT0s
MLP_officiel|2020-01-13 18:26:49|🎙 Je serai ce mardi à 8h30 l'invitée de #BourdinDirect sur @RMCinfo et @BFMTV. https://t.co/CYBJY7hqKH
MLP_officiel|2020-01-13 10:56:28|Toute cette #RéformeDesRetraites repose sur la manipulation, la trahison de la parole donnée, et la dissimulation. Le gouvernement ne respecte pas l’intelligence des Français et n’a plus aucune crédibilité ! MLP https://t.co/qklH7khjwl
MLP_officiel|2020-01-12 18:44:06|"🙏 Il y a tant à construire, il y a tant à sauver. Nous serons toujours à vos côtés. 

Vive nos communes ! En avant pour les #Municipales2020 ! 💪🇫🇷

Rejoignez-nous 👉🏻 https://t.co/a0OStXrxzp https://t.co/kDsr5ydC3j"
MLP_officiel|2020-01-12 17:32:49|📹 « Il y a tant à construire, il y a tant à sauver ! Nous serons toujours à vos côtés. Vive nos communes ! Vive la République ! Vive la France 🇫🇷 ! » #Municipales2020 https://t.co/iVmYHjIxKj
MLP_officiel|2020-01-12 17:32:36|« Cette société encadrée par les grands intérêts financiers, nous n’en voulons pas ! De ces reformes inspirées par les grands groupes d’assurance ou bancaires, nous n’en voulons pas ! De la vision d’une France fracturée et divisée, nous n’en voulons pas ! » #Municipales2020 https://t.co/N2CN5on2N7
MLP_officiel|2020-01-12 17:31:39|📹 « Nous n’avons jamais été dupes, nous ne serons d’ailleurs jamais dupes de ce gouvernement, et continuerons envers et malgré tout à défendre notre système de protection sociale et les Français qui en bénéficient. » #Municipales2020 https://t.co/w165h1bNjS
MLP_officiel|2020-01-12 17:31:17|« Au fil des jours, le macronisme que nous combattons se dévoile tel qu’il est, tel que nous l’avions décrit : cynique, arrogant, souvent blessant et de plus en plus violent, tout en étant inefficace. » #Municipales2020 https://t.co/TtoLy3O0Su
MLP_officiel|2020-01-12 17:30:52|📹 « Cette bataille des municipales porte sur la considération que nous avons pour les citoyens. Elle porte sur la défense de valeurs qui, pour nous, font la France. » #Municipales2020 https://t.co/DjcdCwUN1g
MLP_officiel|2020-01-12 17:30:32|« Les listes RN défendront nos priorités : tolérance zéro pour les incivilités ou les actes de délinquance, laïcité notamment à l’école ou dans les piscines, refus absolu de l’implantation de migrants, baisse effective des impôts, emploi local ! » #Municipales2020 https://t.co/V6TDSvlTub
MLP_officiel|2020-01-12 17:29:46|📹 « On ne peut accepter que les agressions mortelles soient traitées comme des faits divers habituels, que les 1457 voitures brûlées le soir du #NouvelAn soient traitées par les autorités comme un folklore national ! » #Municipales2020 https://t.co/UWYiKBYxW4
MLP_officiel|2020-01-12 17:29:24|« Tous ces projets ne seront efficaces et viables que si nous reprenons la main sur la sécurité. L'insécurité pourrit la vie de nos concitoyens, entrave le développement de nos entreprises et pèse d’un poids devenu insupportable sur nos finances publiques. » #Municipales2020 https://t.co/tPTcqUDE66
MLP_officiel|2020-01-12 17:28:05|📹 « Le localisme, c’est aussi privilégier les entreprises et les produits locaux dans les commandes publiques, c’est défendre le commerce de proximité, c'est favoriser le mutualisme pour le financement de l’économie locale. » #Municipales2020 https://t.co/4AprIhD5o8
MLP_officiel|2020-01-12 17:27:42|« Là où les autres rêvent d’éloigner le pouvoir municipal du citoyen vers des structures de second degré, des communautés d’agglomérations, des fusions de communes, nous proposons de faire redescendre le pouvoir au niveau du quartier, au niveau des citoyens. » #Municipales2020 https://t.co/xGHOZWUHd4
MLP_officiel|2020-01-12 17:26:58|« Comment, à #Paris, les macronistes peuvent-ils prétendre vouloir lutter contre la pollution et pour la qualité de vie lorsque tout leur projet politique réside dans l’affirmation d’une ville monde, toujours plus dense, étendue, saturée, polluée ? » #Municipales2020 https://t.co/JGbHd5GpDz
MLP_officiel|2020-01-12 17:25:50|"📹 « Ce que nous proposons n’est rien de moins qu’une politique de ""localisme"", de localisation ou de relocalisation d’activités. » #Municipales2020 https://t.co/FcYvif65VU"
MLP_officiel|2020-01-12 17:25:19|"« Il y eu une politique de la ville, mais y a-t-il eu une politique des campagnes ? Non ! C’est pourquoi nous proposons de mettre en place une grande politique de rééquilibrage des territoires que nous avons dénommée ""démétropolisation"". » #Municipales2020 https://t.co/3eaCT5HOPn"
MLP_officiel|2020-01-12 17:24:27|📹 « La fracture territoriale que les #GiletsJaunes ont mise en avant dans un cri de souffrance, est une réalité criante, tellement criante qu’elle sera le grand enjeu de la présidentielle. » #Municipales2020 https://t.co/GPPsRfgEHy
MLP_officiel|2020-01-12 17:24:05|📹 « Notre projet procède du pragmatisme, du réalisme et du respect des particularismes locaux et municipaux. La grande question des prochaines années sera de retrouver les grands équilibres. » #Municipales2020 https://t.co/AifuE8Huj8
MLP_officiel|2020-01-12 17:23:25|📹 « Un nouveau quinquennat mondialiste nous ferait atteindre des points de non-retour, notamment en matière de submersion migratoire ou d’islamisation, en matière de désindustrialisation et de dilution de nos capacités économiques nationales. » #Municipales2020 https://t.co/wwRh2rkfwE
MLP_officiel|2020-01-12 17:23:01|"« Nous vivons l’effondrement d’un monde usé par des promesses non tenues, disgracié par l’arrogante fatuité des ""élites"", démonétisé par son incapacité à comprendre le monde qui vient, un monde qui roule et même déboule sur nous à grande vitesse en klaxonnant. » #Municipales2020 https://t.co/qJ0i3FGAG9"
MLP_officiel|2020-01-12 17:22:22|📹 « Ce combat, tout particulièrement le combat municipal, n’est pas une corvée mais une opportunité ; pour un patriote français, il n’est pas une option mais une obligation. » #Municipales2020 https://t.co/T7nya3pCIU
MLP_officiel|2020-01-12 17:19:17|« Chacun d’entre vous est indispensable à l’édification de la victoire. Le combat, nous devons le mener à tous les niveaux, de la cage d’escalier à la région, du quartier à l’Assemblée, de la commune au Parlement européen. » #Municipales2020 https://t.co/9QnpbbZtgb
MLP_officiel|2020-01-12 17:18:33|« Nous sommes le mouvement qui tend à réaliser l’unité nationale dont le pays a tant besoin, un mouvement qui s’inscrit dans la durée vers le redressement national, pour rendre à notre pays sa confiance en lui-même, sa fierté, sa grandeur. » #Municipales2020 https://t.co/L8fssAb5Fx
MLP_officiel|2020-01-12 17:17:16|📹 « Ce qui nous relie, mes amis, tous dans un même élan, fraternel et irréductible, c’est l’amour de la France ! » #Municipales2020 https://t.co/yznVw3RU2o
MLP_officiel|2020-01-11 19:38:39|"🖋 « Rapatriement des terroristes islamistes en France : l’insupportable décision de la Ministre de la Justice ! »

Mon communiqué suite aux déclarations de @NBelloubet, qui souhaite accueillir des #djihadistes en France : https://t.co/99oge5hjx9"
MLP_officiel|2020-01-11 15:39:38|J’avais donc raison. L’âge pivot n’existait que pour pouvoir être retiré et faire passer la pilule d’une réforme qui précarisera des millions de retraités. Cette manipulation était cousue de fil blanc ! MLP #RéformeDesRetraites https://t.co/yrWBmkS58E
MLP_officiel|2020-01-11 10:59:08|"Multiplication des actes de vandalisme, profanations : nos églises et notre patrimoine sont le théâtre d’une violence qu’@EmmanuelMacron feint de ne pas voir.

Ne nous résignons pas, exigeons des poursuites pour faire condamner les auteurs de ces actes anti-chrétiens ! MLP https://t.co/QypKHtuT79"
MLP_officiel|2020-01-11 09:25:35|La libération de cette islamiste s’apparente à un acte de complicité. MLP https://t.co/mK4J0Fm3BA
